timeStamp   , pid
22:49:06.976, 43
22:49:06.976, 46
22:49:06.977, 47
22:49:06.977, 49
22:49:06.977, 48
22:49:06.977, 51
22:49:06.978, 52
22:49:06.978, 53
22:49:06.978, 50
22:49:06.979, 54
22:49:06.979, 55
22:49:06.979, 56
22:49:06.979, 57
22:49:06.980, 58
22:49:06.980, 59
22:49:06.980, 62
22:49:06.981, 60
22:49:06.981, 61
22:49:06.981, 63
22:49:06.981, 64
22:49:06.982, 65
22:49:06.982, 66
22:49:06.982, 67
22:49:06.982, 68
22:49:06.983, 71
22:49:06.983, 70
22:49:06.983, 75
22:49:06.983, 77
22:49:06.984, 73
22:49:06.984, 80
22:49:06.984, 74
22:49:06.984, 81
22:49:06.985, 85
22:49:06.985, 87
22:49:06.985, 83
22:49:06.985, 86
22:49:06.986, 76
22:49:06.986, 88
22:49:06.986, 78
22:49:06.986, 89
22:49:06.986, 91
22:49:06.987, 93
22:49:06.987, 84
22:49:06.987, 82
22:49:06.987, 95
22:49:06.988, 90
22:49:06.988, 94
22:49:06.988, 97
22:49:06.989, 98
22:49:06.989, 99
22:49:06.989, 96
22:49:06.990, 100
22:49:06.990, 101
22:49:06.990, 102
22:49:06.990, 104
22:49:06.990, 103
22:49:06.991, 69
22:49:06.991, 106
22:49:06.991, 107
22:49:06.991, 105
22:49:06.992, 79
22:49:06.992, 109
22:49:06.992, 108
22:49:06.993, 111
22:49:06.994, 119
22:49:06.995, 114
22:49:06.996, 110
22:49:06.996, 116
22:49:06.997, 117
22:49:06.997, 118
22:49:06.997, 121
22:49:06.997, 120
22:49:06.998, 124
22:49:06.998, 123
22:49:06.998, 72
22:49:06.998, 127
22:49:06.999, 126
22:49:06.999, 128
22:49:06.999, 125
22:49:07.857, 113
22:49:07.858, 27
22:49:07.859, 115
22:49:07.860, 40
22:49:07.862, 37
22:49:07.863, 112
22:49:07.864, 113
22:49:07.865, 27
22:49:07.867, 115
22:49:07.868, 40
22:49:07.868, 37
22:49:07.870, 112
22:49:07.870, 113
22:49:07.871, 27
22:49:07.872, 115
22:49:07.873, 40
22:49:07.874, 37
22:49:07.875, 112
22:49:08.076, 92
22:49:08.078, 24
22:49:08.079, 122
22:49:08.081, 92
22:49:08.082, 24
22:49:08.083, 122
22:49:08.084, 92
22:49:08.085, 24
22:49:08.086, 122
